province,type_zone,nom_etablissement,type_etablissement,nb_eleves,mois_depuis_derniere_visite,theme,saison,jour,distance_km,budget_mad,risque_logistique,score_engagement
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1065,20,Robotique & Arduino,Printemps,Samedi,29,248.78,Faible,72
Safi,Mixte,Lycée Moulay Ismail,Lycée,635,11,Initiation Python,Automne,Dimanche,77,771.64,Faible,67
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1059,10,Intelligence Artificielle MVP,Hiver,Mardi,29,313.88,Faible,57
Zagora,Rurale,Collège Al Massira,Collège,494,3,Robotique & Arduino,Automne,Jeudi,363,3274.75,Faible,75
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,971,16,Initiation Python,Hiver,Vendredi,40,348.03,Faible,66
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,943,14,Initiation Python,Hiver,Jeudi,28,304.57,Faible,69
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,412,21,Robotique & Arduino,Ete,Vendredi,404,4618.41,Moyen,71
Zagora,Rurale,Collège Al Massira,Collège,532,11,Initiation Python,Printemps,Jeudi,370,3933.92,Faible,76
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1138,6,Creation de Jeux Scratch,Ete,Samedi,15,126.52,Faible,45
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,396,4,Initiation Python,Hiver,Dimanche,346,5712.48,Eleve,72
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,480,16,Initiation Python,Automne,Samedi,352,3649.15,Faible,82
Midelt,Rurale,Collège Ibn Khaldoun,Collège,666,20,Intelligence Artificielle MVP,Printemps,Samedi,288,2647.21,Moyen,79
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,537,15,Creation de Jeux Scratch,Ete,Lundi,230,2615.1,Moyen,53
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,696,13,Robotique & Arduino,Printemps,Mercredi,120,1341.23,Faible,71
Zagora,Rurale,Lycée Hassan II,Lycée,435,22,Creation de Jeux Scratch,Printemps,Mardi,326,2942.09,Moyen,75
Tinghir,Rurale,Collège Ibn Sina,Collège,627,11,Robotique & Arduino,Printemps,Jeudi,347,4013.05,Moyen,84
Azilal,Rurale,Lycée Ouzoud,Lycée,486,22,Intelligence Artificielle MVP,Automne,Lundi,167,1463.09,Faible,74
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,894,10,Creation de Jeux Scratch,Printemps,Mercredi,38,431.21,Faible,56
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,941,10,Initiation Python,Printemps,Mercredi,46,413.54,Faible,67
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,260,5,Creation de Jeux Scratch,Ete,Lundi,244,2410.88,Moyen,54
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,880,2,Robotique & Arduino,Printemps,Vendredi,38,384.08,Faible,45
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,739,14,Robotique & Arduino,Printemps,Samedi,110,1188.26,Faible,78
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,342,9,Initiation Python,Printemps,Jeudi,311,2747.0,Faible,69
Tata,Rurale,Collège Ibn Batouta,Collège,481,0,Creation de Jeux Scratch,Printemps,Jeudi,354,3282.06,Moyen,56
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,946,18,Creation de Jeux Scratch,Automne,Mardi,22,241.0,Faible,66
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,1005,13,Intelligence Artificielle MVP,Hiver,Dimanche,12,101.23,Faible,68
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,510,19,Intelligence Artificielle MVP,Automne,Mercredi,163,1953.86,Faible,83
Fes,Urbaine,CPGE Al Khansaa,CPGE,244,5,Initiation Python,Ete,Jeudi,21,215.54,Faible,40
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,975,20,Creation de Jeux Scratch,Ete,Samedi,33,300.73,Faible,52
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,387,21,Robotique & Arduino,Automne,Mardi,192,2191.66,Faible,76
Safi,Mixte,Lycée Moulay Ismail,Lycée,595,13,Creation de Jeux Scratch,Printemps,Jeudi,88,963.42,Faible,72
Tata,Rurale,Lycée Hassan Ier,Lycée,269,10,Creation de Jeux Scratch,Printemps,Vendredi,307,2928.33,Moyen,68
Safi,Mixte,Lycée Zerktouni,Lycée,730,13,Robotique & Arduino,Automne,Lundi,62,538.04,Faible,74
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1056,2,Intelligence Artificielle MVP,Automne,Lundi,41,373.33,Faible,48
Fes,Urbaine,CPGE Al Khansaa,CPGE,205,12,Robotique & Arduino,Automne,Samedi,33,323.11,Faible,71
Azilal,Rurale,Collège Demnate,Collège,553,16,Intelligence Artificielle MVP,Ete,Lundi,187,2113.13,Faible,57
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,975,3,Intelligence Artificielle MVP,Printemps,Mercredi,31,305.53,Faible,67
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,546,20,Creation de Jeux Scratch,Ete,Lundi,145,1616.42,Faible,62
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,671,3,Robotique & Arduino,Automne,Samedi,126,1077.75,Faible,68
Settat,Mixte,Lycée Allal Al Fassi,Lycée,829,10,Initiation Python,Printemps,Mardi,96,1142.35,Faible,79
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,974,13,Initiation Python,Ete,Lundi,47,541.98,Faible,42
Azilal,Rurale,Lycée Ouzoud,Lycée,470,15,Initiation Python,Automne,Samedi,227,1925.41,Moyen,88
Fes,Urbaine,CPGE Al Khansaa,CPGE,171,6,Initiation Python,Printemps,Dimanche,39,388.48,Faible,74
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,789,23,Creation de Jeux Scratch,Hiver,Mercredi,147,1672.79,Faible,73
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1029,11,Creation de Jeux Scratch,Ete,Mercredi,34,403.28,Faible,42
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,971,14,Intelligence Artificielle MVP,Printemps,Jeudi,26,244.55,Faible,60
Settat,Mixte,Collège Al Wahda,Collège,938,10,Intelligence Artificielle MVP,Ete,Mercredi,127,1317.7,Faible,55
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1013,13,Intelligence Artificielle MVP,Ete,Mercredi,41,339.35,Faible,50
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,785,18,Robotique & Arduino,Ete,Samedi,109,1016.19,Faible,63
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,500,17,Robotique & Arduino,Automne,Samedi,55,596.91,Faible,87
Midelt,Rurale,Collège Ibn Khaldoun,Collège,629,9,Robotique & Arduino,Ete,Lundi,357,3199.61,Moyen,51
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,537,9,Intelligence Artificielle MVP,Ete,Mardi,180,2121.42,Faible,61
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,741,11,Creation de Jeux Scratch,Automne,Vendredi,82,692.89,Faible,70
Zagora,Rurale,Lycée Hassan II,Lycée,448,23,Creation de Jeux Scratch,Hiver,Vendredi,433,7021.47,Eleve,72
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1049,15,Creation de Jeux Scratch,Hiver,Jeudi,49,533.49,Faible,65
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,585,14,Creation de Jeux Scratch,Hiver,Vendredi,140,1348.52,Faible,79
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,508,22,Intelligence Artificielle MVP,Ete,Mercredi,402,4713.64,Moyen,55
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,903,5,Creation de Jeux Scratch,Ete,Mercredi,16,168.22,Faible,43
Azilal,Rurale,Lycée Ouzoud,Lycée,472,8,Creation de Jeux Scratch,Hiver,Jeudi,403,6291.89,Eleve,79
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,512,16,Initiation Python,Ete,Vendredi,264,2944.98,Moyen,56
Tinghir,Rurale,Collège Ibn Sina,Collège,624,9,Intelligence Artificielle MVP,Printemps,Vendredi,445,3623.26,Moyen,80
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,517,8,Initiation Python,Hiver,Lundi,261,4207.28,Eleve,68
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,655,12,Robotique & Arduino,Hiver,Mardi,85,746.45,Faible,86
Taroudant,Mixte,Collège Al Majd,Collège,774,21,Initiation Python,Printemps,Mardi,83,825.15,Faible,68
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,838,10,Intelligence Artificielle MVP,Ete,Lundi,22,187.03,Faible,39
Azilal,Rurale,Lycée Ouzoud,Lycée,468,3,Creation de Jeux Scratch,Automne,Mardi,369,4272.04,Moyen,65
Midelt,Rurale,Collège Ibn Khaldoun,Collège,640,22,Intelligence Artificielle MVP,Automne,Lundi,313,2880.12,Moyen,80
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1056,23,Intelligence Artificielle MVP,Automne,Mardi,34,323.85,Faible,74
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,727,22,Robotique & Arduino,Ete,Samedi,139,1283.11,Faible,67
Fes,Urbaine,CPGE Al Khansaa,CPGE,173,6,Creation de Jeux Scratch,Automne,Jeudi,25,248.24,Faible,51
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1026,22,Robotique & Arduino,Ete,Jeudi,29,233.99,Faible,60
Tata,Rurale,Collège Ibn Batouta,Collège,475,13,Creation de Jeux Scratch,Printemps,Vendredi,370,3377.68,Moyen,73
Tata,Rurale,Collège Ibn Batouta,Collège,431,15,Initiation Python,Ete,Lundi,152,1822.54,Faible,57
Azilal,Rurale,Lycée Ouzoud,Lycée,489,17,Creation de Jeux Scratch,Ete,Jeudi,176,1832.47,Faible,57
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,433,8,Intelligence Artificielle MVP,Printemps,Mercredi,237,2399.75,Moyen,68
Tinghir,Rurale,Lycée Bamou,Lycée,492,4,Initiation Python,Ete,Jeudi,282,2989.33,Faible,51
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,895,20,Intelligence Artificielle MVP,Automne,Dimanche,27,275.59,Faible,80
Chefchaouen,Rurale,Collège Al Houria,Collège,637,0,Robotique & Arduino,Ete,Mercredi,338,3717.52,Faible,49
Tata,Rurale,Lycée Hassan Ier,Lycée,274,10,Intelligence Artificielle MVP,Ete,Mardi,159,1694.35,Faible,49
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,534,3,Robotique & Arduino,Printemps,Samedi,96,785.74,Faible,76
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,559,23,Intelligence Artificielle MVP,Printemps,Mercredi,272,2460.91,Moyen,81
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1017,17,Intelligence Artificielle MVP,Ete,Lundi,23,266.33,Faible,43
Settat,Mixte,Collège Al Wahda,Collège,907,20,Initiation Python,Hiver,Jeudi,109,1306.66,Faible,70
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,784,4,Creation de Jeux Scratch,Automne,Mercredi,37,387.19,Faible,59
Tata,Rurale,Lycée Hassan Ier,Lycée,298,5,Initiation Python,Printemps,Dimanche,392,3449.81,Moyen,78
Taroudant,Mixte,Collège Al Majd,Collège,784,9,Creation de Jeux Scratch,Ete,Samedi,101,872.67,Faible,64
Settat,Mixte,Lycée Allal Al Fassi,Lycée,843,0,Intelligence Artificielle MVP,Ete,Mardi,124,1090.06,Faible,40
Azilal,Rurale,Lycée Ouzoud,Lycée,443,9,Robotique & Arduino,Automne,Lundi,222,2660.41,Faible,64
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,779,18,Robotique & Arduino,Hiver,Lundi,49,396.04,Faible,66
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,660,21,Initiation Python,Printemps,Mardi,86,851.33,Faible,77
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,692,13,Intelligence Artificielle MVP,Printemps,Samedi,93,856.38,Faible,76
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,281,1,Initiation Python,Ete,Mercredi,11,99.17,Faible,36
Chefchaouen,Rurale,Collège Al Houria,Collège,591,20,Intelligence Artificielle MVP,Printemps,Vendredi,262,2519.15,Faible,80
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,511,10,Intelligence Artificielle MVP,Ete,Dimanche,77,808.96,Faible,67
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,430,9,Intelligence Artificielle MVP,Printemps,Lundi,257,2224.88,Faible,66
Tinghir,Rurale,Collège Ibn Sina,Collège,664,10,Robotique & Arduino,Printemps,Mardi,435,4678.91,Faible,85
Azilal,Rurale,Lycée Ouzoud,Lycée,432,16,Creation de Jeux Scratch,Automne,Vendredi,413,4290.13,Moyen,79
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,407,11,Creation de Jeux Scratch,Printemps,Mardi,338,3770.99,Faible,76
Midelt,Rurale,Collège Ibn Khaldoun,Collège,620,6,Initiation Python,Hiver,Dimanche,254,4174.13,Eleve,76
Azilal,Rurale,Lycée Ouzoud,Lycée,439,3,Creation de Jeux Scratch,Ete,Mercredi,297,3156.08,Moyen,50
Settat,Mixte,Collège Al Wahda,Collège,890,21,Creation de Jeux Scratch,Printemps,Vendredi,128,1048.89,Faible,84
Azilal,Rurale,Lycée Ouzoud,Lycée,487,14,Intelligence Artificielle MVP,Automne,Samedi,449,4630.47,Faible,82
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,695,1,Intelligence Artificielle MVP,Hiver,Lundi,138,1284.5,Faible,55
Azilal,Rurale,Lycée Ouzoud,Lycée,404,3,Intelligence Artificielle MVP,Printemps,Samedi,241,2617.51,Moyen,67
Chefchaouen,Rurale,Collège Al Houria,Collège,555,24,Robotique & Arduino,Printemps,Samedi,211,2262.93,Moyen,86
Safi,Mixte,Lycée Moulay Ismail,Lycée,604,11,Intelligence Artificielle MVP,Printemps,Lundi,105,1022.33,Faible,63
Safi,Mixte,Lycée Zerktouni,Lycée,704,10,Robotique & Arduino,Hiver,Dimanche,117,1057.92,Faible,77
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,446,23,Intelligence Artificielle MVP,Automne,Lundi,318,2883.53,Moyen,75
Settat,Mixte,Lycée Allal Al Fassi,Lycée,859,17,Robotique & Arduino,Ete,Dimanche,84,704.33,Faible,68
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,1014,17,Creation de Jeux Scratch,Ete,Vendredi,13,149.09,Faible,49
Midelt,Rurale,Collège Ibn Khaldoun,Collège,609,23,Creation de Jeux Scratch,Automne,Mardi,365,2969.8,Faible,77
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,688,17,Creation de Jeux Scratch,Printemps,Dimanche,115,982.03,Faible,75
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,794,14,Intelligence Artificielle MVP,Hiver,Mercredi,18,199.28,Faible,72
Tata,Rurale,Collège Ibn Batouta,Collège,503,4,Initiation Python,Hiver,Vendredi,169,2031.04,Eleve,66
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1088,22,Creation de Jeux Scratch,Ete,Lundi,39,401.79,Faible,47
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,666,22,Robotique & Arduino,Ete,Mardi,139,1266.57,Faible,69
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,1017,9,Creation de Jeux Scratch,Automne,Samedi,13,136.76,Faible,55
Tata,Rurale,Collège Ibn Batouta,Collège,477,1,Robotique & Arduino,Hiver,Vendredi,192,2972.84,Eleve,59
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1144,14,Intelligence Artificielle MVP,Automne,Lundi,16,133.26,Faible,65
Midelt,Rurale,Collège Ibn Khaldoun,Collège,636,8,Initiation Python,Ete,Dimanche,380,4509.12,Faible,56
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,879,22,Intelligence Artificielle MVP,Ete,Vendredi,45,484.88,Faible,51
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,767,2,Robotique & Arduino,Printemps,Vendredi,102,1095.75,Faible,63
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,350,12,Creation de Jeux Scratch,Hiver,Mercredi,437,7702.28,Eleve,76
Tinghir,Rurale,Lycée Bamou,Lycée,514,19,Creation de Jeux Scratch,Ete,Dimanche,331,3026.36,Moyen,72
Taroudant,Mixte,Collège Al Majd,Collège,741,17,Creation de Jeux Scratch,Hiver,Mercredi,66,726.14,Faible,67
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,452,8,Creation de Jeux Scratch,Automne,Samedi,434,4577.32,Moyen,82
Tata,Rurale,Lycée Hassan Ier,Lycée,305,2,Intelligence Artificielle MVP,Printemps,Mercredi,378,4079.58,Moyen,60
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,224,11,Creation de Jeux Scratch,Printemps,Samedi,56,478.59,Faible,85
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1033,4,Initiation Python,Automne,Mardi,46,469.12,Faible,65
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,485,2,Robotique & Arduino,Hiver,Lundi,163,2706.01,Eleve,64
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,373,8,Robotique & Arduino,Automne,Lundi,191,1752.5,Faible,79
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,765,10,Robotique & Arduino,Automne,Samedi,135,1228.55,Faible,81
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,985,3,Robotique & Arduino,Printemps,Mardi,29,341.54,Faible,59
Azilal,Rurale,Collège Demnate,Collège,547,5,Initiation Python,Ete,Lundi,304,2624.98,Moyen,50
Tata,Rurale,Lycée Hassan Ier,Lycée,272,7,Intelligence Artificielle MVP,Hiver,Jeudi,413,5723.24,Eleve,64
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,906,21,Intelligence Artificielle MVP,Ete,Jeudi,31,361.64,Faible,51
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,880,8,Intelligence Artificielle MVP,Automne,Jeudi,49,444.14,Faible,60
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,901,22,Intelligence Artificielle MVP,Hiver,Mardi,12,135.59,Faible,73
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1040,8,Intelligence Artificielle MVP,Hiver,Mercredi,46,451.89,Faible,65
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,737,15,Intelligence Artificielle MVP,Printemps,Mardi,49,536.43,Faible,68
Chefchaouen,Rurale,Collège Al Houria,Collège,613,16,Intelligence Artificielle MVP,Printemps,Vendredi,298,2928.8,Moyen,76
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1029,20,Initiation Python,Hiver,Mardi,22,222.21,Faible,74
Azilal,Rurale,Lycée Ouzoud,Lycée,403,15,Creation de Jeux Scratch,Automne,Lundi,226,2486.38,Moyen,78
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1034,14,Creation de Jeux Scratch,Hiver,Mardi,38,342.76,Faible,60
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1048,6,Initiation Python,Hiver,Jeudi,34,395.16,Faible,66
Zagora,Rurale,Lycée Hassan II,Lycée,370,3,Creation de Jeux Scratch,Printemps,Samedi,391,3603.98,Moyen,76
Settat,Mixte,Collège Al Wahda,Collège,868,15,Intelligence Artificielle MVP,Hiver,Jeudi,89,788.08,Faible,83
Midelt,Rurale,Collège Ibn Khaldoun,Collège,579,5,Intelligence Artificielle MVP,Ete,Mercredi,178,1891.95,Moyen,60
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,734,4,Robotique & Arduino,Hiver,Vendredi,13,153.02,Faible,68
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,815,7,Creation de Jeux Scratch,Automne,Vendredi,44,417.08,Faible,59
Tata,Rurale,Collège Ibn Batouta,Collège,459,10,Intelligence Artificielle MVP,Hiver,Mardi,371,4949.08,Eleve,67
Azilal,Rurale,Lycée Ouzoud,Lycée,429,24,Intelligence Artificielle MVP,Automne,Dimanche,372,4072.25,Moyen,84
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,713,13,Robotique & Arduino,Ete,Samedi,69,631.85,Faible,75
Fes,Urbaine,CPGE Al Khansaa,CPGE,182,6,Robotique & Arduino,Hiver,Vendredi,42,439.32,Faible,71
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1109,15,Initiation Python,Automne,Samedi,10,89.17,Faible,73
Safi,Mixte,Lycée Zerktouni,Lycée,740,13,Initiation Python,Automne,Lundi,130,1478.3,Faible,68
Settat,Mixte,Lycée Allal Al Fassi,Lycée,804,23,Creation de Jeux Scratch,Automne,Samedi,78,665.25,Faible,74
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1032,18,Initiation Python,Ete,Jeudi,30,288.17,Faible,45
Tinghir,Rurale,Lycée Bamou,Lycée,569,12,Initiation Python,Printemps,Jeudi,346,3231.47,Moyen,78
Zagora,Rurale,Lycée Hassan II,Lycée,422,22,Intelligence Artificielle MVP,Automne,Mardi,293,3316.53,Faible,80
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1000,6,Initiation Python,Automne,Vendredi,33,387.98,Faible,58
Safi,Mixte,Lycée Moulay Ismail,Lycée,607,17,Intelligence Artificielle MVP,Automne,Lundi,87,933.85,Faible,66
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,831,8,Creation de Jeux Scratch,Ete,Samedi,33,352.66,Faible,51
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,819,3,Creation de Jeux Scratch,Automne,Jeudi,81,728.19,Faible,62
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,544,3,Initiation Python,Ete,Mardi,103,1069.8,Faible,54
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,693,22,Intelligence Artificielle MVP,Ete,Dimanche,134,1283.91,Faible,70
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,913,13,Initiation Python,Hiver,Dimanche,12,98.16,Faible,71
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,783,8,Initiation Python,Hiver,Jeudi,88,710.27,Faible,75
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1029,2,Robotique & Arduino,Printemps,Samedi,49,539.1,Faible,55
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1033,4,Creation de Jeux Scratch,Printemps,Jeudi,12,139.73,Faible,49
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,771,24,Intelligence Artificielle MVP,Automne,Samedi,66,686.12,Faible,83
Tinghir,Rurale,Collège Ibn Sina,Collège,674,7,Intelligence Artificielle MVP,Ete,Lundi,339,4029.83,Moyen,60
Tata,Rurale,Collège Ibn Batouta,Collège,452,4,Initiation Python,Printemps,Samedi,167,1407.34,Moyen,77
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,467,6,Intelligence Artificielle MVP,Printemps,Mercredi,300,2900.17,Moyen,79
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,793,18,Initiation Python,Ete,Mardi,131,1450.44,Faible,66
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,350,9,Initiation Python,Automne,Jeudi,218,2161.23,Moyen,73
Midelt,Rurale,Collège Ibn Khaldoun,Collège,597,3,Intelligence Artificielle MVP,Automne,Samedi,407,4096.76,Moyen,68
Azilal,Rurale,Collège Demnate,Collège,537,13,Creation de Jeux Scratch,Automne,Samedi,321,3753.75,Faible,82
Settat,Mixte,Lycée Allal Al Fassi,Lycée,829,6,Creation de Jeux Scratch,Printemps,Vendredi,102,1154.61,Faible,67
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,542,9,Robotique & Arduino,Ete,Mardi,328,3846.95,Moyen,60
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,364,18,Initiation Python,Hiver,Lundi,414,6119.65,Eleve,77
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,237,24,Robotique & Arduino,Hiver,Vendredi,40,441.96,Faible,75
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,539,22,Robotique & Arduino,Ete,Lundi,92,943.88,Faible,62
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,629,8,Robotique & Arduino,Hiver,Mardi,132,1521.33,Faible,71
Settat,Mixte,Lycée Allal Al Fassi,Lycée,818,9,Robotique & Arduino,Printemps,Jeudi,132,1252.88,Faible,74
Tata,Rurale,Collège Ibn Batouta,Collège,494,4,Robotique & Arduino,Printemps,Dimanche,310,3176.84,Moyen,74
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,966,21,Robotique & Arduino,Hiver,Jeudi,40,382.15,Faible,62
Settat,Mixte,Lycée Allal Al Fassi,Lycée,810,0,Intelligence Artificielle MVP,Automne,Mercredi,74,803.43,Faible,65
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,529,20,Initiation Python,Ete,Vendredi,156,1665.79,Moyen,63
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,360,2,Creation de Jeux Scratch,Automne,Mercredi,356,3493.34,Faible,55
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,536,15,Initiation Python,Automne,Mardi,172,1668.93,Faible,83
Settat,Mixte,Lycée Allal Al Fassi,Lycée,855,20,Initiation Python,Automne,Samedi,83,856.85,Faible,82
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,744,18,Intelligence Artificielle MVP,Automne,Mercredi,40,325.37,Faible,74
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,521,16,Intelligence Artificielle MVP,Printemps,Lundi,408,4314.82,Moyen,74
Chefchaouen,Rurale,Collège Al Houria,Collège,596,15,Robotique & Arduino,Ete,Samedi,248,2957.01,Moyen,71
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,820,16,Intelligence Artificielle MVP,Automne,Mercredi,49,401.17,Faible,76
Tinghir,Rurale,Lycée Bamou,Lycée,478,14,Intelligence Artificielle MVP,Ete,Jeudi,424,4480.73,Moyen,63
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,374,22,Creation de Jeux Scratch,Automne,Vendredi,335,3614.1,Moyen,70
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1041,17,Intelligence Artificielle MVP,Automne,Samedi,23,191.6,Faible,67
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,962,4,Creation de Jeux Scratch,Hiver,Lundi,21,225.66,Faible,41
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,429,8,Intelligence Artificielle MVP,Printemps,Mercredi,355,3074.91,Moyen,67
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,948,19,Creation de Jeux Scratch,Automne,Mercredi,15,152.51,Faible,52
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,519,14,Robotique & Arduino,Hiver,Dimanche,269,3829.16,Eleve,92
